,accuracy,loss,val_accuracy,val_loss
0,0.2568431496620178,2.0239992141723633,0.3577384948730469,1.7684822082519531
1,0.3575863242149353,1.7443171739578247,0.418779194355011,1.641905426979065
2,0.4274912476539612,1.6003422737121582,0.39959973096847534,1.6726710796356201
3,0.47261810302734375,1.5004512071609497,0.49733155965805054,1.4256887435913086
4,0.5056617259979248,1.4215412139892578,0.5376917719841003,1.3514988422393799
5,0.5277525782585144,1.3633536100387573,0.5480320453643799,1.297705054283142
6,0.5464890003204346,1.3113012313842773,0.5241827964782715,1.3437771797180176
7,0.5649659633636475,1.2592246532440186,0.5757171511650085,1.2508965730667114
8,0.5831279158592224,1.207444429397583,0.5907271504402161,1.1843103170394897
9,0.599770188331604,1.1610329151153564,0.5922281742095947,1.184377670288086
10,0.6170055270195007,1.1120563745498657,0.6085723638534546,1.1436561346054077
11,0.632461667060852,1.0637667179107666,0.6189126372337341,1.12815260887146
12,0.6511610746383667,1.0144333839416504,0.6354236006736755,1.0852913856506348
13,0.6691932678222656,0.9611555933952332,0.6217478513717651,1.1213773488998413
14,0.6881150603294373,0.9103267192840576,0.6344229578971863,1.0842173099517822
15,0.7043495774269104,0.8546386957168579,0.6030687093734741,1.2034006118774414
16,0.7240497469902039,0.80620276927948,0.6522681713104248,1.0618250370025635
17,0.7376341223716736,0.7623446583747864,0.65010005235672,1.104393482208252
18,0.7551103830337524,0.713987410068512,0.6372581720352173,1.1333569288253784
19,0.7728089690208435,0.6648988127708435,0.6752835512161255,1.015297770500183
20,0.7827980518341064,0.6292130351066589,0.6711140871047974,1.0802931785583496
21,0.7978650331497192,0.5860583186149597,0.6644429564476013,1.087911605834961
22,0.8123204708099365,0.5455751419067383,0.6841227412223816,1.0869354009628296
23,0.824181318283081,0.5094015598297119,0.6911274194717407,1.0325500965118408
24,0.8370429277420044,0.47277116775512695,0.6694462895393372,1.1480560302734375
25,0.848588764667511,0.44201594591140747,0.680787205696106,1.114675760269165
26,0.8581330180168152,0.41470327973365784,0.6946297287940979,1.0750199556350708
27,0.8657684326171875,0.391836553812027,0.6914609670639038,1.1321138143539429
